"County","Year","Sex","Population"
"Csongrad","2016","Female",30194
"Csongrad","2017","Female",30643
"Csongrad","2018","Female",30800.5
"Csongrad","2019","Female",30863
"Csongrad","2011","Female",27013.5
"Csongrad","2012","Female",27472.5
"Csongrad","2013","Female",27857
"Csongrad","2014","Female",28510.5
"Csongrad","2015","Female",29428.5
"Csongrad","2016","Female",30194
"Csongrad","2017","Female",30643
"Csongrad","2018","Female",30800.5
"Csongrad","2019","Female",30863
"Csongrad","2011","Female",27013.5
"Csongrad","2012","Female",27472.5
"Csongrad","2013","Female",27857
"Csongrad","2014","Female",28510.5
"Csongrad","2015","Female",29428.5
"Csongrad","2016","Female",30194
"Csongrad","2017","Female",30643
"Csongrad","2018","Female",30800.5
"Csongrad","2019","Female",30863
"Csongrad","2011","Female",27013.5
"Csongrad","2012","Female",27472.5
"Csongrad","2013","Female",27857
"Csongrad","2014","Female",28510.5
"Csongrad","2015","Female",29428.5
"Csongrad","2016","Female",30194
"Csongrad","2017","Female",30643
"Csongrad","2018","Female",30800.5
"Csongrad","2019","Female",30863
"Csongrad","2011","Female",27013.5
"Csongrad","2012","Female",27472.5
"Csongrad","2013","Female",27857
"Csongrad","2014","Female",28510.5
"Csongrad","2015","Female",29428.5
"Csongrad","2016","Female",30194
"Csongrad","2017","Female",30643
"Csongrad","2018","Female",30800.5
"Csongrad","2019","Female",30863
"Csongrad","2011","Female",27013.5
"Csongrad","2012","Female",27472.5
"Csongrad","2013","Female",27857
"Csongrad","2014","Female",28510.5
"Csongrad","2015","Female",29428.5
"Csongrad","2016","Female",30194
"Csongrad","2017","Female",30643
"Csongrad","2018","Female",30800.5
"Csongrad","2019","Female",30863
"Csongrad","2011","Female",31491.5
"Csongrad","2012","Female",31106.5
"Csongrad","2013","Female",30100
"Csongrad","2014","Female",28802.5
"Csongrad","2015","Female",27523.5
"Csongrad","2016","Female",26423.5
"Csongrad","2017","Female",25810.5
"Csongrad","2018","Female",25721
"Csongrad","2019","Female",25810
"Csongrad","2011","Female",31491.5
"Csongrad","2012","Female",31106.5
"Csongrad","2013","Female",30100
"Csongrad","2014","Female",28802.5
"Csongrad","2015","Female",27523.5
"Csongrad","2016","Female",26423.5
"Csongrad","2017","Female",25810.5
"Csongrad","2018","Female",25721
"Csongrad","2019","Female",25810
"Csongrad","2011","Female",31491.5
"Csongrad","2012","Female",31106.5
"Csongrad","2013","Female",30100
"Csongrad","2014","Female",28802.5
"Csongrad","2015","Female",27523.5
"Csongrad","2016","Female",26423.5
"Csongrad","2017","Female",25810.5
"Csongrad","2018","Female",25721
"Csongrad","2019","Female",25810
"Csongrad","2011","Female",31491.5
"Csongrad","2012","Female",31106.5
"Csongrad","2013","Female",30100
"Csongrad","2014","Female",28802.5
"Csongrad","2015","Female",27523.5
"Csongrad","2016","Female",26423.5
"Csongrad","2017","Female",25810.5
"Csongrad","2018","Female",25721
"Csongrad","2019","Female",25810
"Csongrad","2011","Female",28286.5
"Csongrad","2012","Female",29025.5
"Csongrad","2013","Female",29364.5
"Csongrad","2014","Female",29956.5
"Csongrad","2015","Female",30790
"Csongrad","2016","Female",31502
"Csongrad","2017","Female",31537
"Csongrad","2018","Female",31200.5
"Csongrad","2019","Female",30732
"Csongrad","2011","Female",28286.5
"Csongrad","2012","Female",29025.5
"Csongrad","2013","Female",29364.5
"Csongrad","2014","Female",29956.5
"Csongrad","2015","Female",30790
"Csongrad","2016","Female",31502
"Csongrad","2017","Female",31537
"Csongrad","2018","Female",31200.5
"Csongrad","2019","Female",30732
"Csongrad","2011","Female",20396.5
"Csongrad","2012","Female",20295.5
"Csongrad","2013","Female",20667
"Csongrad","2014","Female",21185.5
"Csongrad","2015","Female",21553
"Csongrad","2016","Female",21790
"Csongrad","2017","Female",22171
"Csongrad","2018","Female",22579.5
"Csongrad","2019","Female",23107.5
"Fejer","2011","Female",33268
"Fejer","2012","Female",33389.5
"Fejer","2013","Female",32968.5
"Fejer","2014","Female",31905.5
"Fejer","2015","Female",30550.5
"Fejer","2016","Female",29160
"Fejer","2017","Female",27881
"Fejer","2018","Female",27034.5
"Fejer","2019","Female",26485
"Fejer","2011","Female",33268
"Fejer","2012","Female",33389.5
"Fejer","2013","Female",32968.5
"Fejer","2014","Female",31905.5
"Fejer","2015","Female",30550.5
"Fejer","2016","Female",29160
"Fejer","2017","Female",27881
"Fejer","2018","Female",27034.5
"Fejer","2019","Female",26485
"Fejer","2011","Male",36549.5
"Fejer","2012","Male",35237
"Fejer","2013","Male",34741.5
"Fejer","2014","Male",33659
"Fejer","2015","Male",32257.5
"Fejer","2016","Male",30971
"Fejer","2017","Male",29936.5
"Fejer","2018","Male",29316.5
"Fejer","2019","Male",28864
"Fejer","2011","Female",33268
"Fejer","2012","Female",33389.5
"Fejer","2013","Female",32968.5
"Fejer","2014","Female",31905.5
"Fejer","2015","Female",30550.5
"Fejer","2016","Female",29160
"Fejer","2017","Female",27881
"Fejer","2018","Female",27034.5
"Fejer","2019","Female",26485
"Fejer","2011","Female",33268
"Fejer","2012","Female",33389.5
"Fejer","2013","Female",32968.5
"Fejer","2014","Female",31905.5
"Fejer","2015","Female",30550.5
"Fejer","2016","Female",29160
"Fejer","2017","Female",27881
"Fejer","2018","Female",27034.5
"Fejer","2019","Female",26485
"Fejer","2011","Male",36549.5
"Fejer","2012","Male",35237
"Fejer","2013","Male",34741.5
"Fejer","2014","Male",33659
"Fejer","2015","Male",32257.5
"Fejer","2016","Male",30971
"Fejer","2017","Male",29936.5
"Fejer","2018","Male",29316.5
"Fejer","2019","Male",28864
"Fejer","2011","Female",33268
"Fejer","2012","Female",33389.5
"Fejer","2013","Female",32968.5
"Fejer","2014","Female",31905.5
"Fejer","2015","Female",30550.5
"Fejer","2016","Female",29160
"Fejer","2017","Female",27881
"Fejer","2018","Female",27034.5
"Fejer","2019","Female",26485
"Fejer","2011","Female",33268
"Fejer","2012","Female",33389.5
"Fejer","2013","Female",32968.5
"Fejer","2014","Female",31905.5
"Fejer","2015","Female",30550.5
"Fejer","2016","Female",29160
"Fejer","2017","Female",27881
"Fejer","2018","Female",27034.5
"Fejer","2019","Female",26485
"Fejer","2011","Female",27550
"Fejer","2012","Female",27867
"Fejer","2013","Female",28363
"Fejer","2014","Female",29168.5
"Fejer","2015","Female",30564.5
"Fejer","2016","Female",31789.5
"Fejer","2017","Female",32690
"Fejer","2018","Female",33505.5
"Fejer","2019","Female",34035
"Fejer","2011","Female",27550
"Fejer","2012","Female",27867
"Fejer","2013","Female",28363
"Fejer","2014","Female",29168.5
"Fejer","2015","Female",30564.5
"Fejer","2016","Female",31789.5
"Fejer","2017","Female",32690
"Fejer","2018","Female",33505.5
"Fejer","2019","Female",34035
"Fejer","2011","Female",27550
"Fejer","2012","Female",27867
"Fejer","2013","Female",28363
"Fejer","2014","Female",29168.5
"Fejer","2015","Female",30564.5
"Fejer","2016","Female",31789.5
"Fejer","2017","Female",32690
"Fejer","2018","Female",33505.5
"Fejer","2019","Female",34035
"Fejer","2011","Female",27550
"Fejer","2012","Female",27867
"Fejer","2013","Female",28363
"Fejer","2014","Female",29168.5
"Fejer","2015","Female",30564.5
"Fejer","2016","Female",31789.5
"Fejer","2017","Female",32690
"Fejer","2018","Female",33505.5
"Fejer","2019","Female",34035
"Fejer","2011","Female",27550
"Fejer","2012","Female",27867
"Fejer","2013","Female",28363
"Fejer","2014","Female",29168.5
"Fejer","2015","Female",30564.5
"Fejer","2016","Female",31789.5
"Fejer","2017","Female",32690
"Fejer","2018","Female",33505.5
"Fejer","2019","Female",34035
"Fejer","2011","Female",32409
"Fejer","2012","Female",32067.5
"Fejer","2013","Female",31142.5
"Fejer","2014","Female",29801.5
"Fejer","2015","Female",28371.5
"Fejer","2016","Female",27268
"Fejer","2017","Female",26641
"Fejer","2018","Female",26570.5
"Fejer","2019","Female",26839.5
"Fejer","2011","Female",32409
"Fejer","2012","Female",32067.5
"Fejer","2013","Female",31142.5
"Fejer","2014","Female",29801.5
"Fejer","2015","Female",28371.5
"Fejer","2016","Female",27268
"Fejer","2017","Female",26641
"Fejer","2018","Female",26570.5
"Fejer","2019","Female",26839.5
"Fejer","2011","Female",32409
"Fejer","2012","Female",32067.5
"Fejer","2013","Female",31142.5
"Fejer","2014","Female",29801.5
"Fejer","2015","Female",28371.5
"Fejer","2016","Female",27268
"Fejer","2017","Female",26641
"Fejer","2018","Female",26570.5
"Fejer","2019","Female",26839.5
"Fejer","2011","Female",26454.5
"Fejer","2012","Female",26970.5
"Fejer","2013","Female",27511.5
"Fejer","2014","Female",28525
"Fejer","2015","Female",29809
"Fejer","2016","Female",31037.5
"Fejer","2017","Female",31646.5
"Fejer","2018","Female",31672.5
"Fejer","2019","Female",31496
"Fejer","2011","Female",26454.5
"Fejer","2012","Female",26970.5
"Fejer","2013","Female",27511.5
"Fejer","2014","Female",28525
"Fejer","2015","Female",29809
"Fejer","2016","Female",31037.5
"Fejer","2017","Female",31646.5
"Fejer","2018","Female",31672.5
"Fejer","2019","Female",31496
"Fejer","2011","Female",26454.5
"Fejer","2012","Female",26970.5
"Fejer","2013","Female",27511.5
"Fejer","2014","Female",28525
"Fejer","2015","Female",29809
"Fejer","2016","Female",31037.5
"Fejer","2017","Female",31646.5
"Fejer","2018","Female",31672.5
"Fejer","2019","Female",31496
"Fejer","2011","Female",20027.5
"Fejer","2012","Female",19998.5
"Fejer","2013","Female",20146
"Fejer","2014","Female",20259
"Fejer","2015","Female",20206.5
"Fejer","2016","Female",19981
"Fejer","2017","Female",20105
"Fejer","2018","Female",20556
"Fejer","2019","Female",21012
"Fejer","2011","Female",20027.5
"Fejer","2012","Female",19998.5
"Fejer","2013","Female",20146
"Fejer","2014","Female",20259
"Fejer","2015","Female",20206.5
"Fejer","2016","Female",19981
"Fejer","2017","Female",20105
"Fejer","2018","Female",20556
"Fejer","2019","Female",21012
"Gyor-Moson-Sopron","2011","Female",37786.5
"Gyor-Moson-Sopron","2012","Female",36967.5
"Gyor-Moson-Sopron","2013","Female",36919
"Gyor-Moson-Sopron","2014","Female",36365
"Gyor-Moson-Sopron","2015","Female",35348.5
"Gyor-Moson-Sopron","2016","Female",34264.5
"Gyor-Moson-Sopron","2017","Female",33279
"Gyor-Moson-Sopron","2018","Female",32649.5
"Gyor-Moson-Sopron","2019","Female",32432
"Gyor-Moson-Sopron","2011","Female",37786.5
"Gyor-Moson-Sopron","2012","Female",36967.5
"Gyor-Moson-Sopron","2013","Female",36919
"Gyor-Moson-Sopron","2014","Female",36365
"Gyor-Moson-Sopron","2015","Female",35348.5
"Gyor-Moson-Sopron","2016","Female",34264.5
"Gyor-Moson-Sopron","2017","Female",33279
"Gyor-Moson-Sopron","2018","Female",32649.5
"Gyor-Moson-Sopron","2019","Female",32432
"Gyor-Moson-Sopron","2011","Female",37786.5
"Gyor-Moson-Sopron","2012","Female",36967.5
"Gyor-Moson-Sopron","2013","Female",36919
"Gyor-Moson-Sopron","2014","Female",36365
"Gyor-Moson-Sopron","2015","Female",35348.5
"Gyor-Moson-Sopron","2016","Female",34264.5
"Gyor-Moson-Sopron","2017","Female",33279
"Gyor-Moson-Sopron","2018","Female",32649.5
"Gyor-Moson-Sopron","2019","Female",32432
"Gyor-Moson-Sopron","2011","Female",37786.5
"Gyor-Moson-Sopron","2012","Female",36967.5
"Gyor-Moson-Sopron","2013","Female",36919
"Gyor-Moson-Sopron","2014","Female",36365
"Gyor-Moson-Sopron","2015","Female",35348.5
"Gyor-Moson-Sopron","2016","Female",34264.5
"Gyor-Moson-Sopron","2017","Female",33279
"Gyor-Moson-Sopron","2018","Female",32649.5
"Gyor-Moson-Sopron","2019","Female",32432
"Gyor-Moson-Sopron","2011","Female",37786.5
"Gyor-Moson-Sopron","2012","Female",36967.5
"Gyor-Moson-Sopron","2013","Female",36919
"Gyor-Moson-Sopron","2014","Female",36365
"Gyor-Moson-Sopron","2015","Female",35348.5
"Gyor-Moson-Sopron","2016","Female",34264.5
"Gyor-Moson-Sopron","2017","Female",33279
"Gyor-Moson-Sopron","2018","Female",32649.5
"Gyor-Moson-Sopron","2019","Female",32432
"Gyor-Moson-Sopron","2011","Female",28760.5
"Gyor-Moson-Sopron","2012","Female",29735
"Gyor-Moson-Sopron","2013","Female",30647.5
"Gyor-Moson-Sopron","2014","Female",31796.5
"Gyor-Moson-Sopron","2015","Female",33434.5
"Gyor-Moson-Sopron","2016","Female",35086
"Gyor-Moson-Sopron","2017","Female",36550
"Gyor-Moson-Sopron","2018","Female",37908
"Gyor-Moson-Sopron","2019","Female",38988.5
"Gyor-Moson-Sopron","2011","Female",28760.5
"Gyor-Moson-Sopron","2012","Female",29735
"Gyor-Moson-Sopron","2013","Female",30647.5
"Gyor-Moson-Sopron","2014","Female",31796.5
"Gyor-Moson-Sopron","2015","Female",33434.5
"Gyor-Moson-Sopron","2016","Female",35086
"Gyor-Moson-Sopron","2017","Female",36550
"Gyor-Moson-Sopron","2018","Female",37908
"Gyor-Moson-Sopron","2019","Female",38988.5
"Gyor-Moson-Sopron","2011","Female",28760.5
"Gyor-Moson-Sopron","2012","Female",29735
"Gyor-Moson-Sopron","2013","Female",30647.5
"Gyor-Moson-Sopron","2014","Female",31796.5
"Gyor-Moson-Sopron","2015","Female",33434.5
"Gyor-Moson-Sopron","2016","Female",35086
"Gyor-Moson-Sopron","2017","Female",36550
"Gyor-Moson-Sopron","2018","Female",37908
"Gyor-Moson-Sopron","2019","Female",38988.5
"Gyor-Moson-Sopron","2011","Female",28760.5
"Gyor-Moson-Sopron","2012","Female",29735
"Gyor-Moson-Sopron","2013","Female",30647.5
"Gyor-Moson-Sopron","2014","Female",31796.5
"Gyor-Moson-Sopron","2015","Female",33434.5
"Gyor-Moson-Sopron","2016","Female",35086
"Gyor-Moson-Sopron","2017","Female",36550
"Gyor-Moson-Sopron","2018","Female",37908
"Gyor-Moson-Sopron","2019","Female",38988.5
"Gyor-Moson-Sopron","2011","Female",28760.5
"Gyor-Moson-Sopron","2012","Female",29735
"Gyor-Moson-Sopron","2013","Female",30647.5
"Gyor-Moson-Sopron","2014","Female",31796.5
"Gyor-Moson-Sopron","2015","Female",33434.5
"Gyor-Moson-Sopron","2016","Female",35086
"Gyor-Moson-Sopron","2017","Female",36550
"Gyor-Moson-Sopron","2018","Female",37908
"Gyor-Moson-Sopron","2019","Female",38988.5
"Gyor-Moson-Sopron","2011","Female",28760.5
"Gyor-Moson-Sopron","2012","Female",29735
"Gyor-Moson-Sopron","2013","Female",30647.5
"Gyor-Moson-Sopron","2014","Female",31796.5
"Gyor-Moson-Sopron","2015","Female",33434.5
"Gyor-Moson-Sopron","2016","Female",35086
"Gyor-Moson-Sopron","2017","Female",36550
"Gyor-Moson-Sopron","2018","Female",37908
"Gyor-Moson-Sopron","2019","Female",38988.5
"Gyor-Moson-Sopron","2011","Female",28760.5
"Gyor-Moson-Sopron","2012","Female",29735
"Gyor-Moson-Sopron","2013","Female",30647.5
"Gyor-Moson-Sopron","2014","Female",31796.5
"Gyor-Moson-Sopron","2015","Female",33434.5
"Gyor-Moson-Sopron","2016","Female",35086
"Gyor-Moson-Sopron","2017","Female",36550
"Gyor-Moson-Sopron","2018","Female",37908
"Gyor-Moson-Sopron","2019","Female",38988.5
"Gyor-Moson-Sopron","2011","Female",33082
"Gyor-Moson-Sopron","2012","Female",32660
"Gyor-Moson-Sopron","2013","Female",31772
"Gyor-Moson-Sopron","2014","Female",30674
"Gyor-Moson-Sopron","2015","Female",29382.5
"Gyor-Moson-Sopron","2016","Female",28338
"Gyor-Moson-Sopron","2017","Female",27907
"Gyor-Moson-Sopron","2018","Female",28046
"Gyor-Moson-Sopron","2019","Female",28570
"Gyor-Moson-Sopron","2011","Female",33082
"Gyor-Moson-Sopron","2012","Female",32660
"Gyor-Moson-Sopron","2013","Female",31772
"Gyor-Moson-Sopron","2014","Female",30674
"Gyor-Moson-Sopron","2015","Female",29382.5
"Gyor-Moson-Sopron","2016","Female",28338
"Gyor-Moson-Sopron","2017","Female",27907
"Gyor-Moson-Sopron","2018","Female",28046
"Gyor-Moson-Sopron","2019","Female",28570
"Gyor-Moson-Sopron","2011","Female",33082
"Gyor-Moson-Sopron","2012","Female",32660
"Gyor-Moson-Sopron","2013","Female",31772
"Gyor-Moson-Sopron","2014","Female",30674
"Gyor-Moson-Sopron","2015","Female",29382.5
"Gyor-Moson-Sopron","2016","Female",28338
"Gyor-Moson-Sopron","2017","Female",27907
"Gyor-Moson-Sopron","2018","Female",28046
"Gyor-Moson-Sopron","2019","Female",28570
"Gyor-Moson-Sopron","2011","Female",27621
"Gyor-Moson-Sopron","2012","Female",28600.5
"Gyor-Moson-Sopron","2013","Female",29295.5
"Gyor-Moson-Sopron","2014","Female",30081
"Gyor-Moson-Sopron","2015","Female",31129
"Gyor-Moson-Sopron","2016","Female",32219.5
"Gyor-Moson-Sopron","2017","Female",32749
"Gyor-Moson-Sopron","2018","Female",32719.5
"Gyor-Moson-Sopron","2019","Female",32523
"Gyor-Moson-Sopron","2011","Female",27621
"Gyor-Moson-Sopron","2012","Female",28600.5
"Gyor-Moson-Sopron","2013","Female",29295.5
"Gyor-Moson-Sopron","2014","Female",30081
"Gyor-Moson-Sopron","2015","Female",31129
"Gyor-Moson-Sopron","2016","Female",32219.5
"Gyor-Moson-Sopron","2017","Female",32749
"Gyor-Moson-Sopron","2018","Female",32719.5
"Gyor-Moson-Sopron","2019","Female",32523
"Gyor-Moson-Sopron","2011","Female",19910.5
"Gyor-Moson-Sopron","2012","Female",20018.5
"Gyor-Moson-Sopron","2013","Female",20218.5
"Gyor-Moson-Sopron","2014","Female",20545
"Gyor-Moson-Sopron","2015","Female",20879
"Gyor-Moson-Sopron","2016","Female",21048
"Gyor-Moson-Sopron","2017","Female",21361.5
"Gyor-Moson-Sopron","2018","Female",21925
"Gyor-Moson-Sopron","2019","Female",22563.5
"Gyor-Moson-Sopron","2011","Female",19910.5
"Gyor-Moson-Sopron","2012","Female",20018.5
"Gyor-Moson-Sopron","2013","Female",20218.5
"Gyor-Moson-Sopron","2014","Female",20545
"Gyor-Moson-Sopron","2015","Female",20879
"Gyor-Moson-Sopron","2016","Female",21048
"Gyor-Moson-Sopron","2017","Female",21361.5
"Gyor-Moson-Sopron","2018","Female",21925
"Gyor-Moson-Sopron","2019","Female",22563.5
"Hajdu-Bihar","2011","Female",40881
"Hajdu-Bihar","2012","Female",40404
"Hajdu-Bihar","2013","Female",39704.5
"Hajdu-Bihar","2014","Female",38502
"Hajdu-Bihar","2015","Female",37003
"Hajdu-Bihar","2016","Female",35651
"Hajdu-Bihar","2017","Female",34441.5
"Hajdu-Bihar","2018","Female",33399.5
"Hajdu-Bihar","2019","Female",32650.5
"Hajdu-Bihar","2011","Female",40881
"Hajdu-Bihar","2012","Female",40404
"Hajdu-Bihar","2013","Female",39704.5
"Hajdu-Bihar","2014","Female",38502
"Hajdu-Bihar","2015","Female",37003
"Hajdu-Bihar","2016","Female",35651
"Hajdu-Bihar","2017","Female",34441.5
"Hajdu-Bihar","2018","Female",33399.5
"Hajdu-Bihar","2019","Female",32650.5
"Hajdu-Bihar","2011","Female",40881
"Hajdu-Bihar","2012","Female",40404
"Hajdu-Bihar","2013","Female",39704.5
"Hajdu-Bihar","2014","Female",38502
"Hajdu-Bihar","2015","Female",37003
"Hajdu-Bihar","2016","Female",35651
"Hajdu-Bihar","2017","Female",34441.5
"Hajdu-Bihar","2018","Female",33399.5
"Hajdu-Bihar","2019","Female",32650.5
"Hajdu-Bihar","2011","Female",40881
"Hajdu-Bihar","2012","Female",40404
"Hajdu-Bihar","2013","Female",39704.5
"Hajdu-Bihar","2014","Female",38502
"Hajdu-Bihar","2015","Female",37003
"Hajdu-Bihar","2016","Female",35651
"Hajdu-Bihar","2017","Female",34441.5
"Hajdu-Bihar","2018","Female",33399.5
"Hajdu-Bihar","2019","Female",32650.5
"Hajdu-Bihar","2011","Female",40881
"Hajdu-Bihar","2012","Female",40404
"Hajdu-Bihar","2013","Female",39704.5
"Hajdu-Bihar","2014","Female",38502
"Hajdu-Bihar","2015","Female",37003
"Hajdu-Bihar","2016","Female",35651
"Hajdu-Bihar","2017","Female",34441.5
"Hajdu-Bihar","2018","Female",33399.5
"Hajdu-Bihar","2019","Female",32650.5
"Hajdu-Bihar","2011","Female",40881
"Hajdu-Bihar","2012","Female",40404
"Hajdu-Bihar","2013","Female",39704.5
"Hajdu-Bihar","2014","Female",38502
"Hajdu-Bihar","2015","Female",37003
"Hajdu-Bihar","2016","Female",35651
"Hajdu-Bihar","2017","Female",34441.5
"Hajdu-Bihar","2018","Female",33399.5
"Hajdu-Bihar","2019","Female",32650.5
"Hajdu-Bihar","2011","Female",40881
"Hajdu-Bihar","2012","Female",40404
"Hajdu-Bihar","2013","Female",39704.5
"Hajdu-Bihar","2014","Female",38502
"Hajdu-Bihar","2015","Female",37003
"Hajdu-Bihar","2016","Female",35651
"Hajdu-Bihar","2017","Female",34441.5
"Hajdu-Bihar","2018","Female",33399.5
"Hajdu-Bihar","2019","Female",32650.5
"Hajdu-Bihar","2011","Female",40881
"Hajdu-Bihar","2012","Female",40404
"Hajdu-Bihar","2013","Female",39704.5
"Hajdu-Bihar","2014","Female",38502
"Hajdu-Bihar","2015","Female",37003
"Hajdu-Bihar","2016","Female",35651
"Hajdu-Bihar","2017","Female",34441.5
"Hajdu-Bihar","2018","Female",33399.5
"Hajdu-Bihar","2019","Female",32650.5
"Hajdu-Bihar","2011","Female",40881
"Hajdu-Bihar","2012","Female",40404
"Hajdu-Bihar","2013","Female",39704.5
"Hajdu-Bihar","2014","Female",38502
"Hajdu-Bihar","2015","Female",37003
"Hajdu-Bihar","2016","Female",35651
"Hajdu-Bihar","2017","Female",34441.5
"Hajdu-Bihar","2018","Female",33399.5
"Hajdu-Bihar","2019","Female",32650.5
"Hajdu-Bihar","2011","Female",35243
"Hajdu-Bihar","2012","Female",36431.5
"Hajdu-Bihar","2013","Female",36809.5
"Hajdu-Bihar","2014","Female",37557
"Hajdu-Bihar","2015","Female",38674
"Hajdu-Bihar","2016","Female",39529.5
"Hajdu-Bihar","2017","Female",39858.5
"Hajdu-Bihar","2018","Female",39887
"Hajdu-Bihar","2019","Female",39801
"Hajdu-Bihar","2011","Female",35243
"Hajdu-Bihar","2012","Female",36431.5
"Hajdu-Bihar","2013","Female",36809.5
"Hajdu-Bihar","2014","Female",37557
"Hajdu-Bihar","2015","Female",38674
"Hajdu-Bihar","2016","Female",39529.5
"Hajdu-Bihar","2017","Female",39858.5
"Hajdu-Bihar","2018","Female",39887
"Hajdu-Bihar","2019","Female",39801
"Hajdu-Bihar","2011","Female",35243
"Hajdu-Bihar","2012","Female",36431.5
"Hajdu-Bihar","2013","Female",36809.5
"Hajdu-Bihar","2014","Female",37557
"Hajdu-Bihar","2015","Female",38674
"Hajdu-Bihar","2016","Female",39529.5
"Hajdu-Bihar","2017","Female",39858.5
"Hajdu-Bihar","2018","Female",39887
"Hajdu-Bihar","2019","Female",39801
"Hajdu-Bihar","2011","Female",35243
"Hajdu-Bihar","2012","Female",36431.5
"Hajdu-Bihar","2013","Female",36809.5
"Hajdu-Bihar","2014","Female",37557
"Hajdu-Bihar","2015","Female",38674
"Hajdu-Bihar","2016","Female",39529.5
"Hajdu-Bihar","2017","Female",39858.5
"Hajdu-Bihar","2018","Female",39887
"Hajdu-Bihar","2019","Female",39801
"Hajdu-Bihar","2011","Female",35243
"Hajdu-Bihar","2012","Female",36431.5
"Hajdu-Bihar","2013","Female",36809.5
"Hajdu-Bihar","2014","Female",37557
"Hajdu-Bihar","2015","Female",38674
"Hajdu-Bihar","2016","Female",39529.5
"Hajdu-Bihar","2017","Female",39858.5
"Hajdu-Bihar","2018","Female",39887
"Hajdu-Bihar","2019","Female",39801
"Hajdu-Bihar","2011","Female",39503
"Hajdu-Bihar","2012","Female",40228
"Hajdu-Bihar","2013","Female",39496
"Hajdu-Bihar","2014","Female",38252
"Hajdu-Bihar","2015","Female",36746.5
"Hajdu-Bihar","2016","Female",35489.5
"Hajdu-Bihar","2017","Female",34788
"Hajdu-Bihar","2018","Female",34546
"Hajdu-Bihar","2019","Female",34415.5
"Hajdu-Bihar","2011","Female",39503
"Hajdu-Bihar","2012","Female",40228
"Hajdu-Bihar","2013","Female",39496
"Hajdu-Bihar","2014","Female",38252
"Hajdu-Bihar","2015","Female",36746.5
"Hajdu-Bihar","2016","Female",35489.5
"Hajdu-Bihar","2017","Female",34788
"Hajdu-Bihar","2018","Female",34546
"Hajdu-Bihar","2019","Female",34415.5
"Hajdu-Bihar","2011","Female",39503
"Hajdu-Bihar","2012","Female",40228
"Hajdu-Bihar","2013","Female",39496
"Hajdu-Bihar","2014","Female",38252
"Hajdu-Bihar","2015","Female",36746.5
"Hajdu-Bihar","2016","Female",35489.5
"Hajdu-Bihar","2017","Female",34788
"Hajdu-Bihar","2018","Female",34546
"Hajdu-Bihar","2019","Female",34415.5
"Hajdu-Bihar","2011","Female",31870.5
"Hajdu-Bihar","2012","Female",33279
"Hajdu-Bihar","2013","Female",33938
"Hajdu-Bihar","2014","Female",34905.5
"Hajdu-Bihar","2015","Female",36229.5
"Hajdu-Bihar","2016","Female",37558
"Hajdu-Bihar","2017","Female",38328.5
"Hajdu-Bihar","2018","Female",38435.5
"Hajdu-Bihar","2019","Female",38285
"Hajdu-Bihar","2011","Female",23765
"Hajdu-Bihar","2012","Female",24140.5
"Hajdu-Bihar","2013","Female",24352.5
"Hajdu-Bihar","2014","Female",24718.5
"Hajdu-Bihar","2015","Female",24873
"Hajdu-Bihar","2016","Female",24829
"Hajdu-Bihar","2017","Female",24926.5
"Hajdu-Bihar","2018","Female",25265.5
"Hajdu-Bihar","2019","Female",25730
"Hajdu-Bihar","2011","Female",23765
"Hajdu-Bihar","2012","Female",24140.5
"Hajdu-Bihar","2013","Female",24352.5
"Hajdu-Bihar","2014","Female",24718.5
"Hajdu-Bihar","2015","Female",24873
"Hajdu-Bihar","2016","Female",24829
"Hajdu-Bihar","2017","Female",24926.5
"Hajdu-Bihar","2018","Female",25265.5
"Hajdu-Bihar","2019","Female",25730
"Heves","2011","Female",21961.5
"Heves","2012","Female",22107
"Heves","2013","Female",21625.5
"Heves","2014","Female",20900.5
"Heves","2015","Female",19997
"Heves","2016","Female",19096.5
"Heves","2017","Female",18245
"Heves","2018","Female",17595.5
"Heves","2019","Female",17037
"Heves","2011","Female",21961.5
"Heves","2012","Female",22107
"Heves","2013","Female",21625.5
"Heves","2014","Female",20900.5
"Heves","2015","Female",19997
"Heves","2016","Female",19096.5
"Heves","2017","Female",18245
"Heves","2018","Female",17595.5
"Heves","2019","Female",17037
"Heves","2011","Male",23429
"Heves","2012","Male",23127
"Heves","2013","Male",22676.5
"Heves","2014","Male",21898
"Heves","2015","Male",20841.5
"Heves","2016","Male",19811.5
"Heves","2017","Male",18993.5
"Heves","2018","Male",18468
"Heves","2019","Male",18047
"Heves","2011","Female",21961.5
"Heves","2012","Female",22107
"Heves","2013","Female",21625.5
"Heves","2014","Female",20900.5
"Heves","2015","Female",19997
"Heves","2016","Female",19096.5
"Heves","2017","Female",18245
"Heves","2018","Female",17595.5
"Heves","2019","Female",17037
"Heves","2011","Male",23429
"Heves","2012","Male",23127
"Heves","2013","Male",22676.5
"Heves","2014","Male",21898
"Heves","2015","Male",20841.5
"Heves","2016","Male",19811.5
"Heves","2017","Male",18993.5
"Heves","2018","Male",18468
"Heves","2019","Male",18047
"Heves","2011","Female",21961.5
"Heves","2012","Female",22107
"Heves","2013","Female",21625.5
"Heves","2014","Female",20900.5
"Heves","2015","Female",19997
"Heves","2016","Female",19096.5
"Heves","2017","Female",18245
"Heves","2018","Female",17595.5
"Heves","2019","Female",17037
